,Prediction
0,0.0
1,0.0
2,0.0
3,45.23829656119199
4,271.3785278712171
5,797.9052337910966
6,1567.0612809137808
7,2479.719143110702
8,2666.7220185467127
9,2524.939328903607
10,2466.1269679534967
11,2888.824649118441
12,2561.9673345796227
13,2592.865373788249
14,2117.9474669151036
15,1588.0995884047243
16,1231.454450048265
17,653.2823881262851
18,263.4426695039382
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,186.07535941817767
28,656.6635932043354
29,1061.7369858303937
30,1953.4948171149558
31,2554.7478808664723
32,3665.080069050341
33,3973.600300793695
34,3743.7066912762034
35,3462.5306325057686
36,3578.995721739463
37,3530.9743068308753
38,3283.022713360639
39,2619.071700271615
40,1572.154903913586
41,838.2128225839426
42,393.7313483197957
43,88.07676669933409
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,273.52598032084836
52,724.3835544404748
53,1387.4202288283357
54,2810.5931571571873
55,3136.924851288079
56,4214.617207943427
57,4866.410370293756
58,4988.6721406331135
59,4362.159504603878
60,4361.939399557179
61,3865.513503409661
62,3446.31828068943
63,2111.4149938405844
64,1232.349016189958
65,552.310871469596
66,403.00870413577127
67,119.7291376606545
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,7.693395654501203
75,128.55154984745053
76,440.2421740293762
77,1021.3526071961041
78,2217.262841940561
79,3507.4330882139866
80,3872.72155094354
81,2993.0644684478016
82,2915.428873127735
83,3333.997451726209
84,2665.1376091770353
85,2705.959261645749
86,3020.62280266078
87,2645.503413148036
88,2024.8975333423246
89,742.4066503707002
90,263.02165851649823
91,143.5741667330346
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,42.60095203165657
99,232.3515146392347
100,609.0473289206026
101,1351.2790744857512
102,2519.6997611090787
103,3687.8970635116175
104,4616.993435189712
105,4540.499361577691
106,4844.881093792679
107,4959.404849780781
108,4404.808432965996
109,3712.6255821361588
110,3552.6850132107566
111,3185.4123561139486
112,2043.249546626188
113,871.6834073287043
114,450.8603003955125
115,243.3152454196964
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,90.79552315355232
123,310.2283025541882
124,774.276731314737
125,1961.0897328165065
126,2605.84490395335
127,3519.826176635009
128,3844.5066351469245
129,3426.7369838877466
130,3506.888160395162
131,2826.6674975420706
132,2426.274383989242
133,2900.8890798808256
134,3309.1788828700846
135,2286.747358823206
136,1342.957571210751
137,864.9595903054143
138,437.7426984080053
139,212.27174699600016
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,92.5049758179159
147,314.5707148228445
148,759.3733019582777
149,2017.2030146259578
150,2712.5081778614276
151,3745.4380046848305
152,4184.499238027944
153,4620.892135960046
154,4051.4062585558
155,4215.995037032311
156,3541.827929890856
157,3423.146714553829
158,3372.44112199726
159,2376.369781599825
160,1707.273114787413
161,895.0600822461105
162,404.9605188984786
163,171.46212484566684
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,14.580707384164729
171,88.85497040995767
172,175.53765408195346
173,264.84501289066617
174,267.4945180995541
175,366.8018872690181
176,481.20494575384237
177,581.4448473628478
178,664.9575950360926
179,1495.2763948827042
180,1643.7120115490795
181,2101.0502344850847
182,1859.9866526692194
183,1753.118310375901
184,1283.1798979477496
185,478.93651532145066
186,240.38878987615416
187,85.68771268480869
188,15.836760236282958
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,61.60403944583984
195,180.6454686143839
196,442.3823906379314
197,949.1495681448037
198,1492.5588820688436
199,1974.747025990233
200,1304.7687821679633
201,2010.4437077531866
202,2132.819165952603
203,1623.0818990377347
204,2506.2886478083283
205,2602.9269080851395
206,1768.8812947029749
207,965.0937893963478
208,740.937766394449
209,299.9531521648988
210,205.77854929947932
211,56.22678547870073
212,4.630805047918821
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,15.096988476248246
219,122.41105328156651
220,236.08045507731347
221,294.3269856753687
222,705.2771374254213
223,1107.2248968855224
224,2143.676841988273
225,2417.015673977792
226,2020.594295613594
227,2211.441840189303
228,1125.4156495535437
229,955.8724636186336
230,858.4211198345796
231,741.7084019915786
232,559.919717080685
233,258.7699343808095
234,188.16797138906506
235,73.1142752697251
236,4.191078478388651
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,20.49291075235865
243,129.42306616211766
244,294.94871019524624
245,931.6984729868088
246,1529.3361764580122
247,2002.8678782811999
248,1998.8387980025695
249,1261.0843836751435
250,1310.3377443088518
251,1140.3091639131333
252,2455.21735886583
253,2337.156955844369
254,2265.0360971124105
255,1760.8151431046285
256,1058.1506150853436
257,841.551578779683
258,465.7831969129019
259,201.08807812137874
260,55.88452726600233
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,63.73925942669753
267,155.5747092963922
268,287.1537778613079
269,834.4307096650272
270,1165.661829516045
271,1399.171735175994
272,1474.378821515892
273,1515.364859328869
274,1461.226702799328
275,1327.6887231245405
276,1047.6744606977184
277,778.9385850178633
278,908.068805823202
279,897.9688223071225
280,616.1659272557088
281,352.8471526816256
282,187.73201702193006
283,55.24896013315942
284,6.465244553856769
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,103.88538060553411
291,164.48360489407048
292,528.2890979882653
293,933.4312196600014
294,1638.238477247803
295,1838.701312148978
296,1553.981288261837
297,2214.8256886316044
298,2710.458520548261
299,2199.4486332281435
300,1732.2464114936502
301,1763.7302873421147
302,1798.7821185630796
303,1539.6102664985458
304,864.9026128213221
305,662.6208513389456
306,395.12138804982254
307,199.74478181596348
308,39.74059531054745
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,41.81031118565232
315,279.846181676982
316,547.9585346184791
317,654.9872263030588
318,1288.0613567955274
319,1948.4617742655055
320,2730.4762014559337
321,2720.580039450388
322,2709.2827941913733
323,2635.2508032044025
324,2071.5691813605995
325,1797.5613859064583
326,1374.54039656515
327,863.5996781361154
328,694.5784472592707
329,354.45797388960887
330,199.52044245957322
331,132.03309039641775
332,14.482522763260075
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,26.67420969305325
339,81.75657941759226
340,205.21833024502754
341,490.6290119893553
342,812.6740462489756
343,1066.735013235149
344,1216.2472273673548
345,1238.5099626183369
346,1077.6152128966921
347,1706.3187626052472
348,1521.9939087722503
349,1115.345473230122
350,1111.6287334041958
351,998.9977868522193
352,715.2467978496015
353,430.5698942894091
354,231.00101068123368
355,109.14310044141301
356,16.13994470597271
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,56.61757604530365
363,162.22160992157126
364,285.4244328643659
365,535.8947343337318
366,661.3712840279285
367,1091.2167651161249
368,1360.1097264648122
369,1558.0033845189785
370,1441.055631511744
