,Prediction
0,0.12017132090362273
1,0.12017132090362273
2,0.12017132090362273
3,0.1253081659856132
4,1.3015814158231491
5,3.125103483324246
6,5.349928257744005
7,2.846190045022793
8,24.482790939765504
9,55.89717923049118
10,86.44681237457672
11,80.11476659362218
12,66.55874910835003
13,51.59893393446362
14,20.900850825647822
15,15.37198977062859
16,15.750613638998725
17,11.704341350827034
18,0.27645500056127525
19,0.14669332369191623
20,0.0
21,0.0
22,0.09903615095237862
23,0.08441831067147895
24,0.0
25,0.0
26,0.0
27,0.0
28,1.1826886911163783
29,0.0
30,4.50046590500927
31,20.88728377620583
32,54.71818220103117
33,148.43004006281114
34,185.2215468620002
35,197.33404376410297
36,203.50267546564965
37,209.75714119542772
38,138.87063308495792
39,90.0586181885086
40,57.55542849026487
41,13.186584598949393
42,7.1033762051504565
43,0.5409449235858735
44,0.34880622533144023
45,0.0
46,0.0
47,0.0
48,0.8504724137835376
49,0.5518066620644028
50,0.5518066620644028
51,0.5326354260052334
52,9.979075586320992
53,32.09526091335951
54,66.21217743105716
55,154.2982657875239
56,250.2334408519875
57,378.9064488629591
58,421.08800033588585
59,387.0556683125672
60,319.67742069538355
61,326.81009949912817
62,264.76430982650396
63,131.78499020568546
64,65.41131327804584
65,31.589174046330633
66,18.306255535995152
67,0.7820383536505422
68,0.13354575476230782
69,0.49654672109633374
70,0.11692410609345495
71,0.28138670323541787
72,0.0
73,0.0
74,0.0
75,0.0
76,1.813109773621124
77,9.433487517309892
78,20.953900834196283
79,36.089921998920886
80,135.55013679756564
81,223.8915226530189
82,247.37096082633147
83,268.1557146114386
84,261.1473684135844
85,194.9701516093017
86,218.0622355966649
87,130.627761898413
88,83.08626912839733
89,37.73558184971272
90,8.34848072314845
91,0.8347047581572848
92,0.5633035798779598
93,0.5918436900193612
94,0.5701466052141532
95,0.823708924243816
96,0.44393524520906497
97,0.5366368642419406
98,0.45762861327955834
99,0.3741275320920865
100,13.142221048783915
101,42.90604376688479
102,95.40017714148941
103,183.18930675430295
104,285.4186242334043
105,363.0658950168141
106,428.3666721046553
107,443.5372713087088
108,445.75389395538576
109,379.3158444157017
110,285.0015442804893
111,168.40290900125026
112,94.58374794514516
113,44.291146796474706
114,17.223806384455646
115,0.8997149003094993
116,0.507776685253144
117,0.6701387946374271
118,0.5868225319000647
119,0.7688611371424514
120,0.6666405866799134
121,0.28767281337959677
122,0.30740549456823923
123,0.5863385650987315
124,12.176875580892679
125,35.915976654800396
126,93.16360367143984
127,182.05537180434018
128,266.7364255888892
129,290.4246678514972
130,295.6533314872446
131,288.0366587621231
132,271.42741055016694
133,265.70838793400134
134,275.1439159123363
135,186.65929109517793
136,84.01367624414449
137,38.69924088489481
138,21.687799489008633
139,2.6121954650740395
140,0.9009853926323947
141,0.6059032106118327
142,0.32834241533891945
143,0.5122358201315385
144,0.30740549456823923
145,0.30740549456823923
146,0.30740549456823923
147,0.2882342585090701
148,10.99417169486079
149,36.11885462375456
150,96.9018715156775
151,175.2942161141953
152,307.50487365261927
153,367.6381996711882
154,394.51507279963437
155,412.021652173494
156,373.139330454668
157,314.11087949160566
158,289.16166673930735
159,168.31596201526773
160,83.16920113575884
161,44.32112943951057
162,17.298753600600364
163,2.193930039459277
164,0.9946419841382984
165,0.9276822275366414
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,5.005189218607649
174,14.987126097586811
175,25.18955262584085
176,31.418197060100024
177,62.46615618657191
178,71.00578562188544
179,103.43376606166406
180,124.22255432321825
181,152.26692965655394
182,158.15456536763566
183,86.6407311834475
184,51.78142534998704
185,20.469278174365208
186,4.939196010582549
187,1.4109526700831116
188,0.8157924224587194
189,0.5536614322075929
190,0.5536614322075929
191,0.5390435919266932
192,0.0
193,0.0
194,0.07081085784949677
195,0.0
196,1.6488353143658483
197,7.043422712474581
198,14.006282588308881
199,19.31962284703094
200,77.94769933709948
201,114.31772124614082
202,143.58589124806775
203,181.35845665504593
204,163.86949539188763
205,163.5950826656564
206,73.0378143218835
207,4.2959343104831165
208,12.764993575259389
209,9.534912569506622
210,2.4472085660814753
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.12662907491752037
217,0.12662907491752037
218,0.16091854496395355
219,0.0
220,0.0
221,5.911369723045544
222,22.099329384927774
223,46.116881552335904
224,112.94931712162567
225,154.98597076968704
226,176.15200029568945
227,186.82880863456492
228,155.45204039496465
229,130.8466604036267
230,108.35622995394789
231,62.57168280304573
232,28.20107738545497
233,11.862579085089466
234,2.7481324298438286
235,0.0
236,0.1722877336945076
237,0.23262974249848714
238,0.3026155275273712
239,0.25514213541268893
240,0.2073343102334377
241,0.2721363385623302
242,0.0
243,0.0
244,0.0
245,8.430793063082284
246,14.562846782516857
247,16.230276181179192
248,64.1928423428983
249,62.175574840293955
250,67.6162813804258
251,75.09241284626665
252,92.14099816398563
253,67.57487750844876
254,44.05067752359536
255,15.136122805959591
256,13.319504968782878
257,13.779696129040094
258,7.888989086314805
259,0.3127437955789227
260,0.09420268470931584
261,0.13515487672631257
262,0.14161263074021013
263,0.13540306149643963
264,0.0
265,0.0
266,0.0
267,0.0
268,1.6519640579390649
269,12.893579385093398
270,41.57560678157478
271,81.6143224033119
272,124.131607072668
273,180.55548666470224
274,199.54665186617777
275,200.8804125739898
276,227.31784485140022
277,163.4423323386342
278,145.42895586337053
279,97.35642823922406
280,52.43605968656764
281,24.741795487240942
282,6.989016687632803
283,0.0
284,0.49529830018552384
285,0.2669965022596111
286,0.2089644326732506
287,0.22696438960208698
288,0.12889029869468513
289,0.09925583789044885
290,0.0
291,0.0
292,1.4905145159870232
293,6.736001848747141
294,10.154264224647662
295,15.907691331461978
296,67.52506662783544
297,91.55424517926082
298,128.62909709511302
299,117.64220780463852
300,104.87874382713194
301,68.06740703578366
302,55.30247454719161
303,17.996840013649233
304,16.29055850988726
305,14.214206660944082
306,5.456920699118531
307,0.36140376340746355
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,1.6817878032419455
317,6.83876908891768
318,14.227500126820035
319,30.17139570845302
320,95.10961419405183
321,121.16984113734242
322,164.62424407024673
323,170.83614594847512
324,148.37440347589484
325,116.28129943584486
326,77.48916013795738
327,28.713432949432427
328,18.117475662734474
329,10.590177189527678
330,3.10948994179457
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.21531341320072378
341,9.122123392052142
342,26.28418758554609
343,37.69981229071698
344,75.13816693032163
345,117.61028661698171
346,142.6778172695933
347,138.63051931684822
348,138.977879892236
349,119.9684193636025
350,62.20383323130851
351,25.257831635943766
352,22.598619731582943
353,16.04755947933783
354,4.882252565154565
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,1.6097154052314886
365,8.177990379486673
366,20.671066588888703
367,25.041672579210434
368,87.613119957084
369,123.89877730855348
370,158.36562886634366
371,177.96599051631267
372,184.03142433048194
373,156.79832257081833
374,120.42260804745716
375,60.40850573847639
376,42.056925745661715
377,29.376984016255427
378,13.473462362953551
379,0.960765099613933
380,0.08662111962853933
381,0.06622933181399888
382,0.0
383,0.0
384,0.16088337480497836
385,0.08011809662454056
386,0.1951728448514116
387,0.1958746908117781
388,0.9163264590230328
389,8.757208301691067
390,30.90874581305031
391,54.00091628986212
392,100.53056518895991
393,113.43188646842786
394,139.2410935924509
395,137.45275903583743
396,142.4024300484234
397,136.13806803762915
398,111.25594631761791
399,53.94675905851338
400,33.82831010033403
401,27.333563022372697
402,16.396756144096692
403,0.636913013114412
404,0.3918902314729143
405,0.5713912549625552
406,0.5911239361511976
407,0.0
408,0.0
409,0.0
410,0.0
411,1.7092170879161757
412,5.090364218047646
413,38.29588222243079
414,112.82635018991537
415,210.2710347318277
416,352.0713146425859
417,405.91602578671075
418,494.62110913221335
419,508.2575491710646
420,476.4110201086563
421,451.4180283520607
422,325.7368177648129
423,207.33562379494577
424,134.45793746342545
425,66.24787218206255
426,27.995356940571853
427,13.655974164363641
428,1.5639870822889128
429,0.0
430,0.0
431,1.5801924138100543
432,0.6286902953948511
433,0.5959761943424527
434,0.5959761943424527
435,2.8287784291120537
436,18.223422452390977
437,53.88812686681379
438,104.20759736913716
439,182.0767056513809
440,254.16570603373833
441,332.94226839958185
442,356.3118554448046
443,339.7427374179756
444,227.98553651696116
445,151.1271725600636
446,141.1180109059271
447,93.2852797574538
448,73.68256980255791
449,31.626199748699364
450,11.922005410992593
451,1.3371489227847728
452,1.0982678575886495
453,1.3114586735090945
454,1.2834886462304493
455,1.7635822249105795
456,0.7494856853254545
457,0.447966796630298
458,1.4333104172262598
459,1.4515760865085645
460,5.909043558288244
461,20.351592492129505
462,87.298709463495
463,191.79848879121263
464,294.3329022891405
465,335.35993440126765
466,383.82586989055113
467,472.3682616188631
468,507.5036095356344
469,451.62249226013046
470,355.89765393445776
471,222.89816877458725
472,141.2045172707891
473,73.06915276556106
474,29.627492550534946
475,11.577737797126423
476,0.8674868551633408
477,0.739388353798863
478,0.8500300141036835
479,0.7331404265684848
480,0.2284253122024776
481,0.32794534105426126
482,0.32794534105426126
483,6.164589473810765
484,14.86166544884521
485,38.78041829798479
486,109.28143464605581
487,209.06331121723753
488,335.0837822383299
489,401.05586605792973
490,501.8325532558241
491,519.3356641508362
492,513.1167100641117
493,450.5069352720494
494,338.9794267937877
495,215.75669196111218
496,140.0813990962824
497,76.4345371933971
498,34.62388178284671
499,16.39548775048103
500,1.742722343689783
501,0.6985975896807135
502,0.2521455536001704
503,0.792993808268357
504,0.6295643089076024
505,0.6466823038098012
506,0.07850741219836355
507,5.99188841874316
508,16.527546028135358
509,39.67290690286836
510,111.95815681664222
511,204.42313898461973
512,327.80319331214
513,383.6430230005292
514,419.4179581673817
515,394.0059877860298
516,313.1988760942908
517,307.8420888037726
518,239.23472471819642
519,140.82296007707131
520,79.24057689599945
521,52.726563328346124
522,25.70341512139802
523,3.2105901025078327
524,0.2390851363409042
525,0.8204887556976518
526,0.6233196264612663
527,1.703609950363695
528,0.5440776792159023
529,1.3098711180156037
530,1.3702714358412993
531,1.3521904323803757
532,6.076871130707521
533,17.143479604159776
534,40.13209456128134
535,76.81552728259493
536,124.48061840448567
