,Prediction
0,11.807325845639259
1,11.794095217442578
2,11.794095217442578
3,251.7510525031013
4,304.0844450014216
5,392.2316245660309
6,404.2559916450489
7,458.96303751764987
8,449.0808204794286
9,444.1842962401275
10,409.0520182712508
11,384.5468744934407
12,377.02500926227293
13,380.12666984276785
14,384.1112796697222
15,383.77940745212067
16,382.3673566952264
17,401.1857225233462
18,380.8108317385044
19,347.1690148985571
20,52.60773151743657
21,12.019103480124148
22,11.077149418884844
23,3.7543372673394257
24,1.5924747320790067
25,1.5792441038823262
26,3.353292270873435
27,225.58074281044338
28,277.9141353087633
29,366.0613148733729
30,379.9347296583422
31,428.6447387410504
32,432.4571732750244
33,424.9712483346656
34,370.28017758410897
35,368.4843396616227
36,364.98938178146716
37,363.72875411712585
38,400.39473573081364
39,405.0501765149627
40,378.605506533646
41,422.6473836069022
42,356.00200391585
43,322.36018707590273
44,38.300849673918584
45,4.636903257009938
46,3.2209193128993348
47,3.054256733772451
48,13.521536588683734
49,13.516301670538542
50,232.53118882901717
51,291.9401326175652
52,319.2509674801715
53,430.4103130322212
54,667.9912192958857
55,721.21670451492
56,727.9368338231636
57,453.0298160770159
58,447.1196914346792
59,403.6929378233463
60,401.01927483406604
61,361.55551253586896
62,380.9197358338848
63,356.7973380482094
64,355.38528729131514
65,421.07260179494006
66,421.07260179494006
67,421.07260179494006
68,152.49178019929315
69,17.841726530112773
70,25.929437222677713
71,25.72680213614786
72,3.148945941188049
73,3.135715312991358
74,214.41223012135194
75,246.36261745054207
76,270.824145725569
77,392.213997820807
78,401.98902828632765
79,432.4572575588076
80,416.6591967244924
81,411.7626724851913
82,362.29467031344035
83,357.48927710297613
84,354.81561411369586
85,392.29852906052395
86,385.8591922884633
87,385.5273200708618
88,386.1283038159701
89,383.33140133278715
90,383.33140133278715
91,383.33140133278715
92,106.76935533290138
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,221.0764918426823
99,252.27683574369945
100,269.1005318928155
101,357.27796919786994
102,410.56705530975006
103,417.1677621246937
104,421.1239316499787
105,416.2274074106776
106,406.1873246951116
107,399.12474935820813
108,432.2689971931943
109,381.5169344871855
110,428.89034396796427
111,344.23081127250396
112,344.8317950176123
113,343.2752700608902
114,343.2752700608902
115,343.2752700608902
116,311.8154824346403
117,58.38469644358793
118,13.605823820409965
119,6.031089170331993
120,27.67140098114338
121,77.0377727712549
122,401.9945918185298
123,426.37803269897535
124,429.49832783236343
125,597.9086101430285
126,368.4527211750359
127,366.9117684236574
128,370.77680194900574
129,365.8802777097046
130,358.4931582512547
131,353.6877650407905
132,351.01410205151024
133,349.75347438716904
134,373.82905184012776
135,342.98226539750686
136,343.5832491426152
137,342.0267241858931
138,373.911276205312
139,373.911276205312
140,311.02966478278944
141,57.047705636550546
142,12.68701737106614
143,28.596888931675487
144,59.613517291999464
145,77.05727734301503
146,401.68895966657
147,334.5031856871329
148,359.78828764673807
149,597.6029779910688
150,483.27354793655866
151,525.0417990652826
152,398.8925571753248
153,394.9730098151025
154,390.90606123910925
155,386.10066802864503
156,379.92456784745775
157,379.5478132040321
158,373.10847643197144
159,374.1462420087693
160,364.80138407332794
161,339.54113642896397
162,339.54113642896397
163,339.54113642896397
164,305.89931958901667
165,36.46618778039183
166,4.273284364985736
167,0.7068317136265887
168,7.402307600285387
169,7.389076972088707
170,19.609475954572478
171,19.392331855050948
172,17.42301809044139
173,18.936933034384857
174,16.88650010936847
175,15.465656117715447
176,18.59107881868219
177,116.3456461101524
178,239.97989118009664
179,238.18405325761012
180,388.8773364611888
181,386.40632277197886
182,376.86232427382686
183,376.86232427382686
184,336.70767813978057
185,375.9067830622132
186,375.9067830622132
187,412.28878738534235
188,376.6728484493851
189,51.700084886697894
190,52.00856838262307
