,Prediction
0,0.0
1,0.0
2,0.0
3,2.6734097007328166
4,23.951075957026205
5,43.729304934385546
6,145.04803007154655
7,239.2414544337105
8,251.89495906719276
9,283.6782211788301
10,327.6014768149072
11,412.85911337775224
12,116.88736526804269
13,248.86322156620213
14,365.5111854009896
15,324.4746385853136
16,173.31317251260378
17,108.85750696124433
18,60.096777209205634
19,15.63310029244889
20,1.776340691334889
21,1.667589371644414
22,0.796437510656741
23,0.0
24,1.9877067572066687
25,3.1073116895715165
26,0.8914792277519513
27,15.699041595842393
28,44.47744707688254
29,135.18386269266884
30,186.2501828984339
31,301.5313655979137
32,447.6402958583482
33,561.6753546648766
34,553.3610764921697
35,595.2901665053917
36,637.9662052597778
37,590.1488232186664
38,438.57829100813825
39,382.15428807490287
40,307.8608275799594
41,174.43520998888033
42,88.54436578420534
43,30.344071173501032
44,10.908946988299112
45,6.7494945848628545
46,1.8475778106398484
47,0.4914313529710162
48,6.663667541996073
49,5.512317141616897
50,1.953950297979571
51,25.50538117229699
52,45.99661496836917
53,181.16631660914666
54,267.6550561058054
55,447.34664535126797
56,620.5011814747274
57,760.259612285324
58,804.7143031692691
59,747.5778951743891
60,720.1651793136407
61,755.4602228115057
62,540.1381301092018
63,389.6454177754471
64,288.61696217067214
65,180.12658266490118
66,115.5991777800319
67,53.297749911945814
68,25.43611039453467
69,22.77600327908405
70,7.157754296040241
71,8.274926357082208
72,0.0
73,0.0
74,2.617939749916505
75,13.288718020461225
76,50.98770009616774
77,140.95260541028713
78,218.4642900405962
79,408.13285307289686
80,532.8098815932229
81,514.1354052425577
82,565.0734584665593
83,576.4422211321488
84,472.963176973078
85,528.3554899987321
86,513.1278391173618
87,464.8228602064406
88,367.2060445426271
89,141.73442225706023
90,95.91476894845731
91,34.53993302380979
92,10.205566263231304
93,6.626329850229507
94,5.9602200531788805
95,11.011904025073452
96,15.318931232383571
97,15.477188787233628
98,12.712660882563924
99,32.39722447793671
100,82.48967801503377
101,163.81446656764413
102,266.2366812932856
103,457.37852256784583
104,600.4071941647682
105,645.5112450787134
106,748.5778446747995
107,793.6776217860573
108,834.110042288915
109,699.1592753099357
110,572.2377784180992
111,445.40669111343146
112,326.0820576680941
113,221.46902675852388
114,110.73275262580275
115,64.92411348883749
116,36.16604357471115
117,29.706282563650873
118,30.449897173023725
119,26.97807897474227
120,16.551175488972216
121,15.676261646522155
122,13.915970972585773
123,41.42512007939184
124,83.87852253498004
125,194.1037820622824
126,278.5366442103315
127,463.59539203207873
128,613.4802229720991
129,667.65769923489
130,652.5335608157834
131,682.4537471808277
132,693.9640050804488
133,592.8140046797186
134,507.15647564745126
135,434.54439983236904
136,358.98028397901845
137,184.61510139650127
138,144.7453583014089
139,74.28352605139445
140,34.77906042353331
141,23.274063775289378
142,24.392223725003575
143,3.156407356029007
144,3.740190165148638
145,0.21990173005472646
146,12.57666068633896
147,27.28245975910259
148,89.0393846587354
149,185.20189141091709
150,300.3581399305664
151,506.074063288159
152,679.5519887533559
153,741.318712211286
154,725.4719622733102
155,708.2096301935483
156,733.384544567699
157,599.0815351937481
158,546.8033391354251
159,409.6257214951139
160,304.6029495278768
161,207.56919471207513
162,120.67611986403678
163,69.74378243869688
164,15.826023564488425
165,2.7496925451178504
166,20.749533419087797
167,12.616517313284524
168,5.498478098168352
169,1.028702002341749
170,0.0
171,11.07682830417909
172,28.02277273518231
173,45.61682866938625
174,80.30652009531777
175,93.82336833918033
176,125.17605045962739
177,141.2931465626761
178,240.51121015625958
179,276.9026522949279
180,415.0905372537705
181,463.9936507935105
182,347.7388562342594
183,320.53150717479235
184,251.3857721611179
185,149.88172471416556
186,85.29941386045785
187,58.99056622830701
188,36.163885384437044
189,4.271263511456523
190,1.338107356766133
191,0.29148721707962116
192,0.0
193,0.0
194,9.980334485437693
195,23.151502243961154
196,52.88901343633438
197,83.46572749835703
198,191.2956728777392
199,374.1567825099045
200,396.3772612261636
201,386.9875384642345
202,366.53721955572496
203,446.3231230504052
204,389.87162322159816
205,464.7913104595624
206,372.9541751330269
207,283.6294523993802
208,151.57883861010052
209,73.17265579577874
210,47.903833799519
211,25.688822457310273
212,4.0325465048742055
213,0.3633693161786294
214,3.869469836351006
215,0.0
216,0.7775119785367207
217,0.0
218,3.5388129780759785
219,20.52990883727752
220,35.475061658656266
221,48.38360166445516
222,109.97542226735085
223,206.45851904038042
224,350.4847837730199
225,357.46787146394865
226,284.79355293607495
227,390.49875019163795
228,361.65119217048465
229,287.9898328278126
230,195.04269661625554
231,155.45203127210493
232,143.41022797616947
233,102.51540663474985
234,73.52353518593307
235,46.33373223117308
236,11.406465062979164
237,23.840943005253855
238,7.3706130081775525
239,0.6828006614935309
240,0.7821744187540443
241,0.0
242,3.1807416813723504
243,17.95719313811658
244,48.71527527670509
245,87.33981877920132
246,212.64052257794643
247,346.931728816294
248,242.06339992759447
249,190.10360831230338
250,224.0913157371102
251,344.40057576715225
252,350.59227761264503
253,292.4438456866195
254,331.5820400088719
255,307.5173196293732
256,302.8477220250987
257,178.25647500218952
258,140.54580092270203
259,74.81363203608227
260,19.96342268766749
261,2.2516008131915086
262,1.1643926056348464
263,0.0
264,0.0
265,0.1938135589863307
266,12.577560708731703
267,28.916605887499134
268,59.53177735839164
269,82.85768215063028
270,168.27456415140543
271,262.23630904849455
272,187.5083768328266
273,345.6293708911096
274,309.42718158923157
275,322.264814415104
276,302.12884924205923
277,285.4273029280622
278,263.99792480262187
279,190.151706813362
280,208.89858148951137
281,121.75746333427334
282,67.410674492864
283,25.640951540329162
284,7.090678827910234
285,1.63704856361015
286,2.8550365941875198
287,0.0
288,0.0
289,0.0
290,10.27805978261556
291,25.278608999005684
292,50.99974866387748
293,73.7089582140974
294,177.42792459873786
295,215.22780203383417
296,295.06307999859877
297,324.6183542690775
298,424.70905800806565
299,494.4492583756693
300,290.0735336282366
301,232.33923232972563
302,144.4079436366501
303,175.6878039120414
304,160.59909838230192
305,108.93646062452775
306,71.12247636486094
307,52.603351050484946
308,18.374029996947066
309,1.5487123431433445
310,1.6603546537282348
311,0.0
312,0.0
313,0.0
314,9.225868076732295
315,26.887975860216287
316,51.80528363322733
317,64.05397829935546
318,123.47340613850696
319,267.88506585040375
320,239.82133759327604
321,374.8970156130742
322,319.92867234195916
323,187.1959468448024
324,295.0475862607534
325,297.67831256869573
326,171.240733418175
327,110.78621654114606
328,122.71942866961315
329,92.32113506253451
330,44.86587012832292
331,14.553228334843155
332,0.5859535580498278
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,11.844949410289638
340,45.00144596449524
341,65.98119907902975
342,119.1571007657011
343,150.9334108934279
344,150.04585817303462
345,282.4840946813393
346,248.1021009765618
347,195.20867416320354
348,280.48580885385314
349,215.9997752852441
350,153.78487689674003
351,131.9895710260563
