,Prediction
0,0.0
1,0.0
2,0.0
3,5.425849377509184
4,43.74965114548706
5,120.49943256008362
6,234.95469822150196
7,340.1339038039263
8,487.73219469977573
9,525.2558212389474
10,491.02100505948346
11,444.4332886330381
12,382.2908192767601
13,393.880219311201
14,404.01628933874247
15,264.479371388225
16,186.98020067963913
17,107.26041292738954
18,34.871229384124334
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,14.592800792884999
28,51.60805248590393
29,148.80199616425742
30,234.68365333806864
31,331.56256688601377
32,463.0573705437248
33,509.1073763457129
34,524.4692354377808
35,487.51629635304744
36,477.4472622723512
37,483.3965681109543
38,535.6284682205892
39,411.0997263021223
40,293.52481983489895
41,125.7512515617732
42,49.85446317913829
43,5.017832451986535
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,20.717576089888478
52,77.02029864232753
53,172.70843312844744
54,325.45170727781243
55,496.2579405397422
56,656.4365850303544
57,693.4385103098386
58,706.2107434015564
59,704.4025123629796
60,638.4941892185997
61,626.6463038388181
62,618.6801162056655
63,397.73843196522125
64,245.48440363731015
65,135.92021195293802
66,59.778932174397404
67,15.165638894131495
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,2.96726798897434
75,19.694294837856393
76,89.93214283871386
77,185.49403344798517
78,312.27181534229584
79,488.6656396780754
80,639.0542030400962
81,636.0475056479903
82,554.0415367321422
83,543.0119912638856
84,505.02097686889766
85,474.9760508425065
86,558.75134545955
87,444.94894722679476
88,314.2362573225119
89,146.31328679723134
90,57.2401214853905
91,18.110255985978206
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,8.477075799508153
99,30.92978973769542
100,103.8757987575745
101,200.51033474340076
102,318.7849743632483
103,520.056552991614
104,665.407805627064
105,691.0185983045926
106,692.9417096404243
107,705.3717470470983
108,706.4700899576166
109,697.6965932316084
110,673.1224519526021
111,509.73954082795285
112,327.5408585801451
113,167.6565053570011
114,84.87757090606632
115,24.677320369918167
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,8.60440130506705
123,31.5910028575521
124,116.85338010639381
125,205.19621282274318
126,360.5459234774846
127,555.150579451859
128,589.7311521469911
129,569.1200579396431
130,513.4236316398463
131,491.8585992558977
132,490.1225387823941
133,546.5737137961084
134,604.7095387987818
135,476.2847760967575
136,281.6511486744149
137,159.29260338077864
138,71.4721529929539
139,21.095448660802177
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,8.743495420352984
147,34.655365931254835
148,117.73071138839022
149,206.5236248301158
150,368.2118357798384
151,560.0045539016941
152,683.2989110035847
153,700.3877825954463
154,694.8403855817734
155,673.2991015273732
156,645.1024130691848
157,613.2916919122522
158,617.6885373716233
159,443.92083191929925
160,276.1474459743515
161,167.43898188212484
162,85.08746795241416
163,25.94512076730334
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,5.345514181003167
171,19.779534002339194
172,37.230790385604884
173,60.122187004332346
174,101.79367954366403
175,129.6833856103712
176,193.3356816871247
177,217.86902937917122
178,220.77052874439767
179,263.4649380661861
180,300.23457149081224
181,374.9492902133529
182,357.52717649181085
183,345.7437215294351
184,241.72653767512332
185,141.74196137224644
186,71.2041825372981
187,24.341290399280567
188,2.2345125711565887
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,9.137619135036518
195,28.586569664427874
196,77.04731121455464
197,137.63730374746956
198,209.23707024381045
199,385.2694385692125
200,459.8972100397223
201,438.3929538229748
202,443.4985543407673
203,492.8316957643827
204,500.210836298745
205,478.5621389855117
206,458.8350747937836
207,344.6306571264338
208,191.8322766141449
209,122.54060733103633
210,68.55136313261922
211,13.830317621966488
212,1.4177718903993584
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,7.097661493176926
219,21.230101053636776
220,39.20081717989117
221,75.06360440058953
222,121.29926810534958
223,235.39291023594652
224,318.1469769913125
225,321.6194761279745
226,306.97559205642085
227,298.5690524038243
228,277.17571547984255
229,251.3234066761679
230,242.78604306501245
231,207.123336807845
232,137.37720995410916
233,75.06592768664956
234,53.94274099849827
235,18.04688581380836
236,2.6476853539940657
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,6.141198615110569
243,22.26291622562414
244,54.672839545589746
245,140.78884956115272
246,210.8607686850015
247,403.63780821792943
248,403.1179310555338
249,286.7403946971084
250,255.87538432152795
251,306.307554510978
252,311.7798469405696
253,292.9437281160875
254,300.0842366081535
255,319.7825130110098
256,252.11635078071538
257,178.68102689959198
258,97.12947077618799
259,30.8038162284578
260,3.963821306224199
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,12.866160128160733
267,34.18679985950979
268,84.5821449806655
269,163.21482103647898
270,222.2134323710893
271,336.4621272813945
272,347.79604426229554
273,349.34173301581075
274,349.39287881960297
275,345.31621126776713
276,353.509005771502
277,346.81206398704
278,350.32636128661113
279,310.5525657072208
280,202.92538837214408
281,136.19202473738085
282,72.2649704946528
283,19.49612212231788
284,3.510099759298421
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,14.20114458510194
291,37.654541572714415
292,78.41740360289846
293,152.5976692683563
294,237.09810882319485
295,325.51943255194163
296,333.43373005677597
297,354.83127311143875
298,381.97509495354217
299,353.7361415925246
300,298.51231868857434
301,300.46728382926807
302,298.48951122234655
303,280.16739108318967
304,193.3559160647721
305,153.84335247551408
306,100.61739913256942
307,37.50655747719272
308,7.322252981458996
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,12.19062450732817
315,41.77649545876635
316,107.80390753561822
317,167.15648789704548
318,244.673378193816
319,345.3746705612392
320,420.31476876714214
321,404.2557538106256
322,394.9775208573484
323,353.90628836848754
324,335.50442872723124
325,322.77366714155903
326,287.9761040642853
327,200.3519804224103
328,133.1506408456324
329,93.39961859718477
330,38.45384176291931
331,21.307761448789808
332,3.9120334153687777
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,7.310663022683291
339,21.528892428084053
340,57.72943644496258
341,139.20410773260258
342,171.81355916334897
343,230.70216730334164
344,248.23878355216698
345,281.31615574828703
346,287.7726725205584
347,306.2718271266612
348,301.31461718965147
349,287.2125703685529
350,267.14955710258107
351,263.54243808368966
352,176.155703844058
353,134.97210231433544
354,72.24797357100988
355,26.379891677878902
356,7.152128021085537
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,7.784758290281248
363,36.13091451652181
364,74.34438313302795
365,134.87429026310107
366,172.18262656553185
367,261.7769591465461
368,317.4733806962508
369,335.54383014009613
370,334.80791619358786
371,339.33586630215837
372,350.016785406042
373,345.93786920178695
374,293.11289624464604
375,255.78185798001735
376,197.92718397167425
377,164.80134989298827
378,102.96351360285486
