,Prediction
0,1.104
1,0.0
2,4.278
3,0.0
4,11.8335
5,60.47849999999996
6,71.00099999999996
7,176.364
8,392.2305000000001
9,460.60950000000025
10,638.9055000000003
11,755.3775
12,523.9515000000004
13,332.7525
14,169.77449999999996
15,70.62150000000003
16,27.4965
17,20.1135
18,2.0010000000000003
19,0.759
20,3.3120000000000003
21,94.94399999999985
22,90.94199999999987
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,9.246
29,26.323500000000013
30,85.83599999999997
31,198.37500000000003
32,371.7030000000001
33,421.6245000000002
34,792.6375000000003
35,807.0930000000003
36,705.1455000000002
37,292.18050000000005
38,225.11250000000015
39,48.36899999999998
40,32.430000000000014
41,25.978500000000004
42,23.184
43,0.759
44,0.0
45,87.21599999999988
46,95.08199999999987
47,0.0
48,0.0
49,0.0
50,15.87
51,3.4844999999999997
52,12.489
53,25.73700000000001
54,85.90500000000002
55,213.65849999999998
56,573.0794999999999
57,620.1030000000001
58,812.0955000000001
59,833.589
60,836.1764999999997
61,510.462
62,351.83100000000013
63,136.86150000000004
64,172.6035
65,90.56249999999994
66,26.323500000000003
67,0.0
68,1.38
69,76.45199999999991
70,132.8939999999998
71,41.26200000000001
72,0.0
73,0.0
74,3.174
75,0.0
76,16.836
77,21.252000000000002
78,102.98250000000002
79,247.43399999999994
80,558.555
81,654.0165000000004
82,881.199
83,916.7340000000004
84,695.6924999999999
85,592.8134999999999
86,256.81800000000015
87,149.4195
88,233.56500000000008
89,37.259999999999984
90,5.037000000000001
91,0.0
92,0.0
93,70.93199999999993
94,133.16999999999985
95,41.26200000000001
96,0.0
97,1.104
98,12.696
99,2.76
100,10.35
101,39.33000000000001
102,125.71799999999998
103,291.80099999999993
104,553.8629999999998
105,652.6710000000003
106,781.4250000000003
107,886.2705000000002
108,745.5795000000002
109,644.2874999999999
110,382.6740000000001
111,176.6055
112,126.61500000000004
113,55.61399999999997
114,18.1815
115,0.0
116,0.0
117,72.03599999999993
118,133.16999999999985
119,41.26200000000001
120,0.0
121,0.0
122,83.90399999999995
123,0.0
124,22.7355
125,25.77150000000001
126,120.12899999999998
127,310.32749999999993
128,550.1025
129,650.2560000000003
130,975.8670000000003
131,911.5935000000002
132,909.2475000000006
133,725.8800000000003
134,350.1060000000001
135,176.32950000000005
136,57.54599999999998
137,44.573999999999984
138,28.083000000000002
139,3.174
140,0.0
141,68.72399999999993
142,132.06599999999983
143,41.26200000000001
144,0.0
145,0.0
146,0.0
147,7.3485000000000005
148,16.9395
149,25.77150000000001
150,126.7875
151,321.4019999999999
152,550.7235000000002
153,669.4725
154,800.9864999999996
155,812.3715
156,780.528
157,697.3485000000004
158,372.08250000000015
159,168.32550000000003
160,63.65249999999999
161,36.25949999999998
162,31.256999999999998
163,0.0
164,0.0
165,68.72399999999993
166,132.3419999999998
167,41.26200000000001
168,0.0
169,0.0
170,2.76
171,1.38
172,0.0
173,0.4485
174,74.27850000000001
175,130.85850000000002
176,302.91
177,324.40350000000007
178,280.62300000000005
179,305.739
180,345.7245
181,540.132
182,311.0175
183,173.32800000000003
184,69.37950000000001
185,50.19749999999999
186,22.563
187,0.0
188,0.0
189,68.72399999999993
190,132.3419999999998
191,41.26200000000001
192,0.0
193,0.0
194,0.0
195,5.52
196,0.0
197,1.6214999999999997
198,115.81649999999999
199,293.80199999999985
200,509.1165000000003
201,589.3290000000002
202,787.6694999999996
203,814.7519999999998
204,852.9090000000001
205,576.0465
206,333.0285000000002
207,175.812
208,44.505
209,34.120499999999986
210,20.907000000000004
211,0.0
212,0.0
213,68.72399999999993
214,90.94199999999992
215,41.26200000000001
216,0.0
217,0.0
218,0.0
219,101.15399999999994
220,0.0
221,0.6210000000000001
222,76.0035
223,204.79199999999994
224,289.35149999999993
225,363.87149999999997
226,276.483
227,491.0729999999998
228,320.2980000000001
229,341.6880000000001
230,355.074
231,69.89700000000002
232,61.20300000000001
233,55.85549999999998
234,17.25
235,1.104
236,1.38
237,68.99999999999993
238,90.94199999999992
239,45.9885
240,0.0
241,0.0
242,0.0
243,1.104
244,0.0
245,15.525000000000002
246,118.57649999999995
247,358.4204999999999
248,484.0695000000003
249,446.15399999999994
250,253.9890000000001
251,463.404
252,473.3054999999998
253,403.64999999999986
254,341.75699999999995
255,178.641
256,60.305999999999976
257,30.6705
258,24.771000000000004
259,0.0
260,4.14
261,68.99999999999993
262,94.8404999999999
263,41.26200000000001
264,5.8305
265,0.0
266,0.0
267,2.484
268,0.0
269,39.468
270,161.52900000000002
271,281.69249999999994
272,402.27
273,406.37549999999993
274,485.7255
275,577.668
276,518.9490000000001
277,387.36599999999993
278,331.89
279,172.9485
280,81.90299999999996
281,28.082999999999988
282,17.25
283,0.0
284,1.38
285,70.37999999999992
286,83.76599999999993
287,41.26200000000001
288,0.0
289,80.35049999999997
290,1.38
291,0.0
292,1.38
293,11.626500000000005
294,182.1255
295,367.6320000000001
296,319.22849999999994
297,457.46999999999986
298,696.1410000000001
299,706.6634999999999
300,495.0749999999999
301,414.44849999999974
302,358.07550000000003
303,178.77899999999994
304,120.33599999999996
305,38.39849999999999
306,28.841999999999995
307,10.833
308,0.0
309,68.17199999999994
310,86.93999999999993
311,43.12500000000001
312,0.0
313,0.0
314,0.0
315,0.0
316,26.8065
317,23.908500000000018
318,164.56500000000008
319,296.3894999999999
320,385.67550000000006
321,563.3850000000003
322,579.2205000000001
323,563.385
324,517.293
325,417.0359999999999
326,328.4399999999998
327,115.12650000000004
328,146.14199999999994
329,63.65249999999996
330,39.468
331,26.3925
332,0.0
333,84.31799999999993
334,83.76599999999993
335,45.05700000000001
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,35.017499999999984
342,91.42500000000004
343,241.6379999999999
344,234.49649999999994
345,272.7915
346,405.9614999999999
347,443.2905
348,428.8695
349,336.2025000000001
350,318.43499999999983
351,149.86799999999997
352,111.77999999999993
353,24.839999999999982
354,39.468
355,30.981000000000005
356,0.0
357,147.52199999999985
358,83.76599999999993
359,41.26200000000001
360,0.0
361,0.0
362,42.53849999999999
363,0.0
364,0.0
365,3.4499999999999984
366,113.26350000000001
367,260.78549999999996
368,267.5819999999999
369,491.24550000000005
370,419.83050000000003
371,463.3349999999998
372,551.7239999999997
373,347.0355000000002
374,338.51399999999995
375,134.34300000000002
376,104.56949999999992
377,54.95849999999998
378,88.32
379,28.359
380,0.0
381,49.78349999999998
382,83.76599999999993
383,42.021
384,0.0
385,0.0
386,0.0
387,1.38
388,34.91400000000001
389,6.900000000000001
390,225.42299999999992
391,267.06449999999995
392,305.3594999999999
393,328.30199999999996
394,394.9559999999998
395,539.8905
396,450.74250000000006
397,440.2889999999997
398,342.6194999999999
399,173.12100000000007
