id,prediction
0,0.0
1,0.0
2,0.0
3,54.56954284064983
4,403.7863738975999
5,932.4283849809126
6,1826.6386823916218
7,2342.854852984844
8,2524.9325226601104
9,2743.90925431025
10,2508.314219829149
11,2389.2333722561634
12,2336.3336811589506
13,2340.1863904035936
14,2265.093415614502
15,1568.6314289831369
16,1019.1458872388698
17,550.8793730665209
18,197.0290683525858
19,1.0916636328099685
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,190.27337479476387
28,772.0495201380763
29,1312.223494389303
30,1980.1649543739602
31,2687.4030302458987
32,3479.9719102465087
33,3728.3047933588305
34,3681.2574231668423
35,3440.0667971815838
36,3312.253440606277
37,3197.5219436332263
38,3114.680323506126
39,2504.458515097666
40,1834.0813543435868
41,878.5249536922811
42,369.146857906965
43,99.91879179761861
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,34.00327902878155
51,275.85017339993817
52,771.984925735007
53,1682.691326666858
54,2675.0047098442014
55,3767.799646508728
56,4370.100996690186
57,4805.2842528642395
58,4797.051283824043
59,4133.231737055126
60,3905.033906186814
61,3568.060911373711
62,3008.3186599222317
63,1924.7706641080335
64,1177.6792067460792
65,702.932859990158
66,390.56760522851766
67,102.67719961832393
68,0.0
69,-0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,8.982053773321354
75,100.602414175881
76,470.6732200973513
77,1281.8280287194837
78,2440.2115878215686
79,3665.3166252307033
80,3950.726623303135
81,3471.4347781464608
82,3275.622204706378
83,3307.661001990078
84,3362.4617397936645
85,2858.207323818834
86,3148.500308929135
87,2743.3469532267327
88,2027.813960823507
89,937.3154623865507
90,325.6273434802225
91,96.07114779365179
92,0.0
93,0.0
94,0.0
95,0.0
96,-0.0
97,-0.0
98,48.65108354338196
99,310.63784869147185
100,627.6942890344408
101,1463.184803762041
102,2532.950643597371
103,3582.904453860334
104,4344.804012724135
105,4366.520798839254
106,4448.5060545317565
107,4612.97851716457
108,4570.4172470709755
109,3932.933358301368
110,3388.23316974498
111,2940.7404782076237
112,1986.9010330472486
113,1120.1024813414447
114,447.6605363515331
115,140.43064294099986
116,0.02711298945098406
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,48.18289400296982
123,328.19680297673017
124,799.888993597042
125,1734.7100290036378
126,2729.1378352120837
127,3763.504770834279
128,3899.9037520939046
129,3591.850102828979
130,3276.3408347707095
131,2952.3372264091304
132,2890.5363872286157
133,2903.9038749186693
134,3130.8360062428405
135,2377.2814510852577
136,1594.2892186747383
137,824.4570906028637
138,456.2620980160683
139,132.62111221427904
140,5.834607581295131
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,70.38224313147856
147,369.39825170573886
148,852.4418089497952
149,1752.720674752211
150,2737.2319230528315
151,3842.020516231209
152,4504.052407875709
153,4674.327979120593
154,4225.898036631188
155,4004.1689858800414
156,3780.8559118731714
157,3183.9920939225194
158,3129.506691284676
159,2283.3201715134437
160,1535.6683339005817
161,781.1987264787406
162,429.3949058763002
163,133.75531230714716
164,0.0
165,-0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,9.13149200444542
171,72.45169866445463
172,175.59921004406078
173,264.62756406276685
174,444.14910342186545
175,600.6802903465073
176,754.5418071877382
177,832.7209769380477
178,922.5441850552675
179,1271.5209244314278
180,1896.435916239973
181,2254.4937265189583
182,1996.7923937771486
183,2078.4357324520975
184,1292.1209944011173
185,739.0575743275037
186,311.4203673158254
187,97.66325454679838
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,80.36643675697223
195,206.3968349218536
196,379.21521944913206
197,632.2067495487663
198,1170.8289891293114
199,2173.9983257247477
200,1607.0861707299928
201,1891.8635908469366
202,2276.790321939601
203,1830.1223764697368
204,2216.5334019687584
205,2579.4527164005003
206,2219.5781149256454
207,1334.7800757912723
208,753.779921732587
209,383.3410248055493
210,202.00547234144824
211,75.1725897722988
212,28.50828036264562
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,37.277349489514336
219,97.98485604560653
220,211.34656504797601
221,350.78419866396735
222,706.9481940878535
223,1131.172951632808
224,2030.6002089334966
225,1844.4200608175076
226,1474.9083104197714
227,1424.8784191923987
228,1221.311892193102
229,978.1097250819859
230,865.7309884788694
231,798.2440714552065
232,561.8268187831738
233,317.9652766218828
234,162.26626919393243
235,66.16572860770884
236,12.768501074620815
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,60.1939329895913
243,124.60400206989107
244,241.36825100022986
245,648.616279507826
246,1245.9482677874457
247,2245.093822962148
248,2056.366394853313
249,1300.1572693590404
250,1189.786524198734
251,1351.5114163080502
252,1733.3337450916233
253,1879.2386693778121
254,1706.869359166317
255,2011.1105581298193
256,1661.7631922115702
257,866.8207258518519
258,513.1850364107269
259,181.53129419076424
260,25.542636455832962
261,0.0
262,0.0
263,0.0
264,-0.0
265,0.0
266,74.72593597427681
267,170.00432558180637
268,386.73224850565884
269,741.0565831861516
270,1204.0590999709643
271,1599.499374221892
272,1805.7223911682254
273,1942.8601799271273
274,1680.5649094379005
275,1781.2594849348707
276,1894.64500041185
277,1604.9003432507006
278,1468.4708486680438
279,1348.9317616977353
280,861.6217383125723
281,389.8205608466145
282,198.8961994953845
283,61.74683945679817
284,21.165621837895515
285,0.0
286,0.0
287,0.0
288,-0.0
289,0.0
290,25.312182275820533
291,103.78270915597784
292,351.8331967118718
293,658.3168172193359
294,1504.035899158488
295,1985.0711024184955
296,1672.155833026038
297,2319.562627155355
298,2583.3055174296824
299,2219.9605062795763
300,1697.8419701954874
301,1737.4263461417681
302,1576.6665879212298
303,1411.4401335588534
304,925.2354939555623
305,591.4590915991971
306,379.7924983067311
307,96.32508837362457
308,0.0
309,-0.0
310,-0.0
311,0.0
312,-0.0
313,0.0
314,13.166427900231383
315,89.0036368458409
316,545.4169173308995
317,811.64026995888
318,1615.7445882076668
319,1965.2531059710814
320,2710.8518643406646
321,2862.596261270781
322,2748.7577590788096
323,2533.286239473914
324,2056.3200138722113
325,1620.9264841177373
326,1192.7575503140972
327,893.2965167368988
328,637.7537747204415
329,310.611019578506
330,138.66670504185913
331,31.089204656915626
332,0.0
333,-0.0
334,-0.0
335,0.0
336,-0.0
337,0.0
338,14.209787755846264
339,54.3780899635276
340,207.13505511955918
341,386.7383058167868
342,676.238184107753
343,904.3779048147035
344,1068.5002649991982
345,1273.36149110492
346,1281.3030610588949
347,1454.368251620733
348,1343.5874662371434
349,1217.5100691327905
350,1090.3502562314175
351,917.932574530636
352,696.457760405744
353,353.7837608149863
354,181.08029554827908
355,87.18802681856619
356,0.0
357,-0.0
358,-0.0
359,-0.0
360,-0.0
361,0.0
362,11.071608503930975
363,106.74363052755007
364,288.129221957175
365,396.70870229421473
366,673.7377549486989
367,1124.2713258184967
